title,price,SSD,In_build_sw,id_laptop,RAM_GB,RAM_Type,Proc_Manufacturer,Proc_Series,Proc_Generation,Proc_Cores,OS_Name,OS_Bitness,Display_inch,Touchscreen,Warranty_Years,Warranty_Type,average_rating
HP Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080Ti) 17-ck1...,299999,2048,,196,32,2,2,5,12.0,8.0,3,64.0,17.3,0,1,2,
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,69990,512,"Microsoft Office Home & Student 2021, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts",197,8,1,0,11,,6.0,3,64.0,15.6,0,1,2,
DELL Inspiron Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light...,43990,512,Microsoft Office Home & Student 2021,198,8,1,0,10,,4.0,3,64.0,15.6,0,1,2,
HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and Light Lapt...,55497,512,"""Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart """,199,8,1,2,2,11.0,8.0,3,64.0,14.0,1,1,2,
HP Pavilion Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU Thin and Light Lap...,77070,512,,200,16,1,2,3,12.0,8.0,3,64.0,14.0,1,1,2,
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK1F3HN/A,245990,1024,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",201,16,3,1,6,,8.0,1,,16.2,0,1,1,
MSI Katana GF66 Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,80990,512,"Windows 11 Home, MSI Center, CoolerBoost",202,8,1,2,4,12.0,8.0,3,64.0,15.6,0,2,3,
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5518 Thin and Light L...,89902,512,,203,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,
APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNE3HN/A,117900,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",204,8,1,1,6,,8.0,1,,13.3,0,1,1,
HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,61990,512,"Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts",205,8,1,0,11,,6.0,3,64.0,15.6,0,1,2,
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...,361990,2048,,206,32,2,0,13,,8.0,3,64.0,16.0,0,1,2,
HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2018AU Thin and Light Lap...,52490,512,,207,8,1,0,11,,6.0,3,64.0,15.6,0,1,2,
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,78990,512,,208,8,1,0,12,,8.0,3,64.0,15.6,0,1,2,
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Lapt...,42990,256,,209,8,1,2,2,11.0,8.0,3,64.0,14.0,1,1,2,
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Laptop,44890,512,,210,8,1,2,2,11.0,8.0,3,64.0,15.6,0,0,3,
HP Pavilion x360 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0092TU Thin and Light Lapt...,89990,512,,211,16,1,2,4,12.0,8.0,3,64.0,14.0,1,1,2,
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...,151990,1024,,212,16,2,0,12,,8.0,3,64.0,16.0,1,1,2,
DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-...,70990,512,Office Home and Student 2019,213,8,1,0,11,,6.0,3,64.0,14.96,0,1,4,
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Vostro 3000 Thin and Light Laptop,56400,512,Microsoft Office Home & Student 2019,215,8,1,2,3,11.0,8.0,3,64.0,14.0,0,1,2,
APPLE 2023 MacBook Pro M2 Pro - (16 GB/512 GB SSD/macOS Ventura) MPHH3HN/A,199900,512,,216,16,3,1,7,,8.0,1,,14.0,0,1,1,
MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 Hz) C...,134990,1024,,217,16,1,2,4,12.0,8.0,3,64.0,15.6,0,2,3,
ASUS Vivobook 14 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) X415JA-EB531WS Notebook,48990,512,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",218,16,1,2,3,10.0,8.0,3,64.0,14.0,0,1,2,
ASUS TUF Gaming F17 (2022) with 90Whr Battery Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 G...,94990,512,,219,16,2,2,3,12.0,8.0,3,64.0,17.3,0,1,2,
DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) vostro 3510 icl Thin and Light Laptop,41990,512,Microsoft Office Home & Student 2021,220,8,1,2,2,10.0,8.0,3,64.0,15.6,0,1,2,
HP Pavilion Gaming Ryzen 5 Quad Core 3550H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,59990,512,,221,8,1,0,11,,4.0,3,64.0,15.6,0,1,2,
DELL Inspiron 3000 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Light Laptop,43500,512,,222,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,113490,256,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",223,8,3,1,7,,8.0,1,,13.6,0,1,1,
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,62490,256,,224,8,1,0,11,,6.0,3,64.0,15.6,0,1,2,
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA Laptop,37990,512,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",225,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Laptop,44990,512,,210,8,1,2,2,11.0,8.0,3,64.0,15.6,0,0,3,
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,113990,256,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",226,8,3,1,7,,8.0,1,,13.6,0,1,1,
HP Chromebook Intel Core i5 11th Gen - (8 GB/256 GB SSD/Chrome OS) 14c-cc0010TU Chromebook,56340,256,"1M+ Android apps, Preinstalled G-suite apps, Linux kernel and apps, Chrome web extensions, Available online and offline, Google Chrome, Google Play Store, Google Drive, Gmail, Google Calendar, Google Photo, Google Map, YouTube, Google Docs, Google spreadsheet, Google Slide, Google Hangouts, Google Keep, Google Shopping, Google Play Movies & TV, Google Play Books Drawing canvas, Google Play Music, Google Play Games",227,8,1,2,3,11.0,8.0,2,64.0,14.0,0,1,2,
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5518 Thin and Light Laptop,71890,512,Microsoft Office Home and Student 2019,228,16,1,2,3,11.0,8.0,3,64.0,15.3,0,1,2,
HP Envy 13 Intel Evo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0059TU Thin and Ligh...,102123,512,,230,16,1,2,4,12.0,8.0,3,64.0,13.3,1,1,2,
HP Envy x360 Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-ew0043TU Thin and Ligh...,84990,512,,232,16,1,2,3,12.0,8.0,3,64.0,15.6,1,1,2,
HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0084TU Thin and Light Laptop,72999,512,Microsoft Office Home & Student 2021,233,8,1,2,3,12.0,8.0,3,64.0,14.0,0,1,2,
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,174990,1024,Microsoft Office Home & Student,234,16,2,0,13,,8.0,3,64.0,15.6,0,1,2,
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,57990,512,,236,8,1,2,3,12.0,8.0,3,64.0,15.6,0,1,0,
ASUS Vivobook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW312WS Thin and ...,45990,512,,237,8,1,2,2,12.0,8.0,3,64.0,14.0,1,1,2,
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,45490,512,,238,8,1,0,11,,4.0,3,64.0,15.6,0,2,2,
MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/...,119990,1024,,239,16,1,0,13,5.0,8.0,3,64.0,15.6,0,1,3,
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,60990,512,,56,16,1,0,12,,8.0,3,64.0,15.6,0,1,2,3.6666666666666665
APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J002KD,132900,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",240,16,1,1,6,,8.0,1,,13.3,0,1,1,
MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...,299990,2048,,241,32,2,2,5,12.0,8.0,3,64.0,17.3,0,2,3,
ASUS VivoBook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EB312WS Thin and ...,47990,512,Office Home and Student 2021,242,8,1,2,2,12.0,8.0,3,64.0,14.0,0,1,2,
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Laptop Thin an...,87701,512,,243,8,1,2,3,12.0,8.0,3,64.0,15.6,0,1,2,
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) Z15S0010Z,139000,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",245,8,3,1,7,,8.0,1,,13.6,0,1,1,
HP Spectre Intel Evo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360 f1003TU Thin and Light...,138999,512,,246,16,1,2,4,12.0,8.0,3,64.0,16.0,1,1,2,
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,211990,1024,,181,16,2,0,13,,8.0,3,64.0,15.6,0,1,2,
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Laptop,89890,512,,247,16,1,2,4,12.0,8.0,3,64.0,13.3,0,1,3,
HP 255 G8 Ryzen 3 Dual Core AMD Ryzen3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Notebook Notebo...,34190,512,Windows 11,248,8,1,0,10,,2.0,3,64.0,15.6,0,1,3,
ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,99990,512,Office Home and Student 2019,249,16,1,0,13,,8.0,3,64.0,15.6,0,1,2,
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Thin a...,64490,512,,250,8,1,2,3,12.0,8.0,3,64.0,15.6,0,1,2,
acer Aspire 3 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook,26490,256,,251,4,1,2,9,,8.0,3,64.0,14.0,0,1,0,
DELL G15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G1...,84490,512,,252,8,2,2,3,12.0,8.0,3,64.0,15.6,0,1,4,
ASUS TUF Gaming A17 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NV...,64490,512,,253,8,1,0,11,,6.0,3,64.0,17.3,0,1,2,
acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Lap...,60090,256,"Acer Care Center, Quick Access, Acer Product Registration, MS Office 2021 Home & Student",254,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,0,
Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,70890,512,Microsoft Office (Trial Only),255,8,1,2,4,10.0,8.0,3,64.0,15.6,0,1,2,
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB302WS Thin...,40990,512,,256,8,1,2,2,11.0,8.0,3,64.0,14.0,0,1,2,
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,48990,512,Office Home and Student 2021,257,8,1,0,11,,6.0,3,64.0,15.6,0,2,2,
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,37490,256,,258,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,3,
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...,391990,2048,,206,32,2,0,13,,8.0,3,64.0,16.0,0,1,2,
HP 15s Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-fq2626TU Thin and Light Laptop,39890,256,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart",259,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,
Infinix INBook X2 Plus Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,49990,512,,260,16,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,
ASUS ROG Strix Scar 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,229990,1024,,262,32,2,2,5,12.0,8.0,3,64.0,15.6,0,1,2,
APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEH3HN/A,121990,256,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",263,8,3,1,7,,8.0,1,,13.3,0,1,1,
Lenovo Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 82KBA03TIH Laptop,37890,256,,264,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,3,
APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MK1E3HN/A,225990,512,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",265,16,3,1,6,,8.0,1,,16.2,0,1,1,
ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/1 TB SSD/Windows 10 Home...,154990,1024,Office Home and Student 2019 included,266,16,1,0,13,,8.0,3,64.0,15.6,0,1,2,
ASUS Vivobook 14 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW512WS Thin and...,66990,512,,267,16,1,2,3,12.0,8.0,3,64.0,14.0,1,1,2,
ASUS ROG Strix G15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB G...,146990,1024,,268,16,1,0,12,,8.0,3,64.0,15.6,0,1,2,
HP Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) 17-ck1...,199999,1024,,269,32,2,2,4,12.0,8.0,3,64.0,17.3,0,1,2,
DELL Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,49490,512,,270,8,1,2,2,12.0,8.0,3,64.0,15.6,0,1,2,
HP Pavilion x360 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0078TU Thin and Light Lapt...,71990,512,,271,16,1,2,3,12.0,8.0,3,64.0,14.0,1,1,2,
ASUS ROG Flow Z13 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,151990,512,,272,16,2,2,4,12.0,8.0,3,64.0,13.4,1,1,2,
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Laptop,39990,512,"Office Home and Student 2019, MyASUS, Link to MyASUS, Splendid, Tru2Life",274,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) ...,104990,512,,275,16,1,2,4,11.0,8.0,3,64.0,13.3,1,1,2,
Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,58900,512,,276,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,4,
Lenovo Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVI...,139990,1024,Microsoft Office Home & Student 2019,277,16,1,0,12,,8.0,3,64.0,16.0,0,3,2,
ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA...,281990,1024,,278,32,2,2,5,12.0,8.0,3,64.0,15.6,0,1,2,
MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/360 Hz...,170990,1024,,279,16,2,2,4,12.0,8.0,3,64.0,17.3,0,2,3,
GIGABYTE AERO 5 KE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,163953,1024,,282,16,1,2,4,12.0,8.0,3,64.0,15.6,0,2,3,
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin and Light Lapto...,49903,512,,283,16,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,
APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MKGR3HN/A,183990,512,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",284,16,3,1,6,,8.0,1,,14.2,0,1,1,
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin an...,61990,512,Office Home and Student 2021,285,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,
HP OMEN Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,77990,512,"""Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts """,286,8,1,0,11,,6.0,3,64.0,16.1,0,1,2,
HP Laptop with Backlit Keyboard Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fr2512tu Lapt...,41997,512,,287,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,
APPLE 2022 MacBook AIR M2 - (16 GB/512 GB SSD/Mac OS Monterey) Z15S00119,159000,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",288,16,3,1,7,,8.0,1,,13.6,0,1,1,
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Notebook,39990,512,,289,8,1,0,10,,2.0,3,64.0,15.6,0,1,2,
ASUS Ryzen 3 Dual Core - (8 GB/256 GB SSD/Windows 11 Home) X512DA-BQ302WS Laptop,33990,256,,290,8,1,0,10,,2.0,3,64.0,15.6,0,1,3,
ASUS VivoBook Ultra Ryzen 7 Octa Core AMD R7-5700U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB703TS...,57990,512,"MyASUS, Office Home and Student 2019, Link to MyASUS, Splendid, Tru2Life",291,8,1,0,12,,8.0,3,64.0,14.0,0,1,2,
SAMSUNG Galaxy Book2 Core i5 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) NP750XED-KB1IN Thin and Ligh...,59990,256,,292,8,1,2,3,12.0,8.0,3,64.0,15.6,0,1,2,
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) ...,83990,512,,293,16,1,2,3,11.0,8.0,3,64.0,13.3,1,1,2,
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,76990,512,,294,8,1,0,12,,8.0,3,64.0,15.6,0,1,2,
GIGABYTE G5 GE-51IN213SH Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,109990,512,,295,8,1,2,3,12.0,8.0,3,64.0,15.6,0,2,3,
HP Ryzen 9 Octa Core 6900HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/AMD Radeon RX 6650M) 16-n0...,154990,1024,,296,32,2,0,13,,8.0,3,64.0,16.1,0,1,2,
HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv2019TU Thin and Light Lapt...,62999,512,,297,8,1,2,3,12.0,8.0,3,64.0,14.0,0,1,2,
DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,43490,512,Microsoft Office Home & Student 2021,298,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,64990,512,,299,8,1,2,3,12.0,8.0,3,64.0,15.6,0,1,0,
HP Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) 16-k03...,201973,1024,,300,16,2,2,4,12.0,8.0,3,64.0,16.1,0,1,2,
Infinix X1 Slim Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Lapto...,51990,512,,302,16,1,2,4,10.0,8.0,3,64.0,14.0,0,1,2,
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) Z15W000Z2,139000,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",303,8,3,1,7,,8.0,1,,13.6,0,1,1,
HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop,60990,512,Microsoft Office Home & Student 2019,304,8,1,0,12,,8.0,3,64.0,14.0,0,1,2,
ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,100990,512,,305,16,2,2,4,12.0,8.0,3,64.0,15.6,0,1,2,
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,162990,1024,,170,16,2,0,12,,8.0,3,64.0,15.6,0,1,2,
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/AMD ...,171990,1024,Microsoft Office Home & Student,307,32,2,0,13,,8.0,3,64.0,13.4,1,1,2,
Lenovo Celeron Dual Core - (4 GB/256 GB HDD/256 GB SSD/DOS) 82C3A00DIH Laptop,19990,256,,308,4,1,2,1,,2.0,0,,15.6,0,1,3,
ASUS ROG Zephyrus G15 (2020) Ryzen 9 Octa Core 4900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/...,129990,1024,,309,16,1,0,13,,8.0,3,64.0,15.6,0,1,2,
