title,price,SSD,In_build_sw,id_laptop,RAM_GB,RAM_Type,Proc_Manufacturer,Proc_Series,Proc_Generation,Proc_Cores,OS_Name,OS_Bitness,Display_inch,Touchscreen,Warranty_Years,Warranty_Type,average_rating
MSI Creator Z16 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,172990,1024,,429,16,1,2,5,11.0,8.0,3,64.0,16.0,0,2,3,
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 7420 Thin and Light L...,85990,512,,430,8,2,2,3,12.0,8.0,3,64.0,14.0,1,1,2,
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 G...,179990,1024,,431,16,2,2,4,12.0,8.0,3,64.0,16.0,0,1,2,
DELL Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Laptop,42572,512,,432,8,1,0,10,,4.0,3,64.0,15.6,0,1,2,
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i7 12th Gen - (16 GB/1 TB SSD/Wi...,189990,1024,Microsoft Office Home & Student 2021,433,16,2,2,4,12.0,8.0,3,64.0,14.5,1,1,2,
Avita Pura E - Comet Lake i3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) NS14A6INT441N-SGD La...,29990,256,,434,4,1,2,2,10.0,8.0,3,64.0,14.0,0,2,2,
HP Spectre Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 14-ea0542TU 2 in 1 Laptop,99999,512,"HP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP Documentation, HP System Event Utility, HP Jumpstart",435,16,1,2,3,11.0,8.0,3,64.0,13.5,1,1,2,
DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G...,125990,512,,438,16,2,2,4,12.0,8.0,3,64.0,15.6,0,1,4,
Lenovo Legion 5 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/2 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA ...,137990,2048,Microsoft Office Home and Student 2019,439,16,1,0,12,,8.0,3,64.0,15.6,0,1,3,
ASUS Vivobook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW311WS Thin and ...,45990,512,,440,8,1,2,2,12.0,8.0,3,64.0,14.0,1,1,2,
Infinix INBook X1 Neo Series Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Home) XL22 Thin and Light...,29990,256,,441,8,1,2,1,,4.0,3,64.0,14.0,0,1,2,
ASUS Ryzen 7 Quad Core 10th Gen - (16 GB/1 TB HDD/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,160990,1024,,442,16,1,0,12,10.0,4.0,3,64.0,14.0,0,1,3,
ASUS TUF GAMING F15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,63980,512,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",443,16,1,2,3,10.0,8.0,3,64.0,15.6,0,1,2,
GIGABYTE G5 GD Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,73990,512,,445,16,1,2,3,11.0,8.0,3,64.0,15.6,0,2,3,
ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti)...,95063,512,,446,16,2,2,3,12.0,8.0,3,64.0,15.6,0,1,3,
DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Light Laptop,67246,512,Microsoft Office Home and Student 2019,447,8,1,2,3,10.0,8.0,3,64.0,14.0,0,1,2,
Lenovo Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,38990,512,Office Home and Student 2021,448,8,1,2,2,10.0,8.0,3,64.0,15.6,0,2,2,
acer Aspire 5 Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) A515-45-R9PX Thin and Light ...,59990,512,"Acer Care Center, Acer Configuration Manager, Quick Access, Acer Product Registration",449,8,1,0,12,,8.0,3,64.0,15.6,0,1,0,
Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,72990,512,,276,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,4,
GIGABYTE AERO 5 XE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,203624,1024,,452,16,1,2,4,12.0,8.0,3,64.0,15.6,0,2,3,
Lenovo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16I...,105990,512,,453,16,1,2,4,12.0,8.0,3,64.0,16.0,0,1,2,
HP 15s Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-eq0500AU Thin and Light Laptop,52575,512,"Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart, McAfee LiveSafe (30 days free trial as default)",454,8,1,0,11,,4.0,3,64.0,15.6,0,1,2,
Lenovo V15 G2 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,49490,512,No,455,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,
MSI Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12M-227IN Thin and Light Laptop,57990,512,,456,16,1,2,3,12.0,8.0,3,64.0,15.6,0,1,3,
HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 16-B...,132765,1024,,457,16,2,2,4,12.0,8.0,3,64.0,16.1,0,1,2,
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,233990,2048,,458,16,0,2,4,10.0,8.0,3,64.0,14.0,0,3,3,
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,69990,512,,371,16,1,2,3,11.0,8.0,3,64.0,14.0,0,1,2,
DELL Inspiron Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,44890,512,Office Home and Student 2021,459,8,1,2,2,10.0,8.0,3,64.0,15.6,0,1,2,
MSI Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-269IN Thin and Light Laptop,44990,512,,460,8,1,2,2,12.0,8.0,3,64.0,14.0,0,1,3,
acer Aspire 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,57990,512,,461,8,1,2,3,12.0,8.0,3,64.0,15.6,0,1,0,
ASUS ROG Flow Z13 (2022) with RTX 3080 eGPU Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Gr...,304980,1024,,462,16,2,2,5,12.0,8.0,3,64.0,13.4,1,1,2,
HP HP Envy x360 Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-ay1037AU Thin and Light ...,98060,1024,,463,16,1,0,12,,8.0,3,64.0,13.3,1,1,2,
acer Predator Triton 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,159990,2048,"PredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access",464,16,1,2,4,10.0,8.0,3,64.0,15.6,0,1,0,
HP Pavilion PLUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-eh0037TU Thin and Light Lapt...,81990,512,,466,16,1,2,3,12.0,8.0,3,64.0,14.0,0,1,2,
ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD Ryzen™ 7 5800H 5th Gen - (16 GB/1 TB SSD/Windows 10 Ho...,89990,1024,"Windows 10 Home, Ms-Office Home & Student 2019",467,16,1,0,12,5.0,8.0,3,64.0,15.6,0,1,2,
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Hom...,219990,1024,,468,16,2,2,5,12.0,8.0,3,64.0,16.0,0,1,2,
DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti...,104990,512,,469,16,2,2,4,12.0,8.0,3,64.0,15.6,0,1,4,
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,73990,512,,470,16,1,2,3,12.0,8.0,3,64.0,15.6,0,1,0,
Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 81WA00K1IN Laptop,37890,256,,471,8,1,2,2,10.0,8.0,3,64.0,14.0,0,2,2,
Lenovo IdeaPad Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) IdeaPad 3 14IIL05 Thin and Light L...,35990,256,,472,4,1,2,2,10.0,8.0,3,64.0,14.0,0,2,2,
Vaio E Series Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN007P Thin and Light ...,41990,512,Microsoft Office 365,473,8,1,0,11,,4.0,3,64.0,15.6,0,2,2,
Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 ITL G2 Thin and Light Laptop,38990,256,Microsoft Office Home & Student 2019,474,4,1,2,2,11.0,8.0,3,64.0,15.0,0,1,2,
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Grap...,104990,512,McAfee,475,16,2,0,12,,8.0,3,64.0,15.6,0,1,2,
Lenovo Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,59190,512,,476,16,1,2,3,11.0,8.0,3,64.0,15.6,0,2,2,
MSI GF63 Thin Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,57999,512,"Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",478,8,1,2,3,9.0,8.0,3,64.0,15.6,0,2,3,
acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,155490,1024,"Acer Care Center, Acer Product Registration, Planet9, PredatorSense",479,16,2,2,4,12.0,8.0,3,64.0,15.6,0,1,0,
acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) A315-58 Thin and Light Laptop,38744,256,"Acer Care Center, Quick Access, Acer Product Registration",480,4,1,2,2,11.0,8.0,3,64.0,15.6,0,1,0,
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i7 12th Gen - (16 GB/1 TB SSD/Wi...,149990,1024,,433,16,2,2,4,12.0,8.0,3,64.0,14.5,1,1,2,
Infinix X1 Slim Series Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,38990,512,,481,8,1,2,2,10.0,8.0,3,64.0,14.0,0,1,2,
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Hom...,249990,1024,,482,32,2,2,5,12.0,8.0,3,64.0,16.0,0,1,2,
DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop,42654,256,Microsoft Office Home and Student 2021,483,8,1,2,2,11.0,8.0,3,64.0,14.96,0,1,2,
Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,35990,256,,144,8,1,2,2,10.0,8.0,3,64.0,14.0,0,1,2,3.5135135135135136
HP Victus Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,96579,512,,485,8,2,0,11,,6.0,3,64.0,16.1,0,1,2,
acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Li...,99500,512,"Acer Collection, Quick Access, Acer Product Registration",486,8,1,2,3,8.0,8.0,3,64.0,15.6,0,1,0,
ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop,22990,128,,487,4,1,2,1,,2.0,3,64.0,11.6,0,1,2,
Lenovo IdeaPad Gaming Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,90990,512,,488,16,1,0,12,,8.0,3,64.0,15.6,0,1,2,
ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,83990,1024,,489,8,1,0,12,,8.0,3,64.0,17.3,0,1,2,
ASUS Ryzen 3 Dual Core - (8 GB/256 GB SSD/Windows 11 Home) X512DA-BQ303WS Laptop,34490,256,,490,8,1,0,10,,2.0,3,64.0,15.6,0,1,3,
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i9 12th Gen - (32 GB/1 TB SSD/Wi...,179990,1024,Microsoft Office Home & Student 2021,491,32,2,2,5,12.0,8.0,3,64.0,14.5,1,1,2,
ASUS Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) FX506LHB - HN357W Laptop,67461,1024,,492,8,1,2,3,10.0,8.0,3,64.0,15.6,0,1,3,
HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0086TU Thin and Light Laptop,73999,512,Microsoft Office Home & Student 2021,494,8,1,2,3,12.0,8.0,3,64.0,14.0,0,1,2,
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,40990,512,,138,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,3.3768115942028984
Lenovo Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAL7 Thin and Light Laptop,72490,512,,496,16,1,2,3,12.0,8.0,3,64.0,15.6,0,1,2,
HP OMEN 15 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,152000,1024,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant",497,16,1,0,12,,8.0,3,64.0,15.6,0,1,2,
ASUS Vivobook Ultra K15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L303WS K513E Thin ...,42990,256,"Windows 11 Home, Microsoft Office Home & Student 2021, 1 Year Mcafee",498,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,
HP OMEN Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,99990,512,,499,16,1,0,12,,8.0,3,64.0,16.1,0,1,2,
HP Victus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) ...,104890,512,Microsoft Office Home & Student 2019,500,16,1,2,4,11.0,8.0,3,64.0,16.1,0,1,2,
HP Intel Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 15-ep0011TX Laptop,97500,512,Microsoft Office Home and Student 2019,501,16,1,2,3,10.0,8.0,3,64.0,15.6,0,1,2,
HP 14s Intel Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) 14s-dq3033tu Thin and Light Laptop,30490,256,"Microsoft Office Home & Student 2019, HP Documentation",502,8,1,2,9,,4.0,3,64.0,14.0,0,1,2,
DELL Inspiron Core i3 11th Gen - (4 GB/512 GB SSD/Windows 10) Inspiron 3501 Thin and Light Laptop,45990,512,Microsoft Office Home and Student 2019,503,4,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,
acer Aspire 3 Ryzen 3 Dual Core R33250U - (4 GB/512 GB SSD/Windows 11 Home) A315-23 Notebook,29990,512,,504,4,1,0,10,,2.0,3,64.0,15.6,0,1,0,
acer Swift 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) SF314-43 Thin and Light Lapto...,59990,512,"Acer Care Center, Quick Access, Acer Product Registration",505,8,1,0,11,,6.0,3,64.0,14.0,0,1,0,
acer Predator Helios 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,150490,2048,"PredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access",506,16,1,2,4,10.0,8.0,3,64.0,15.6,0,1,0,
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,59990,512,"Acer Care Center, Acer Product Registration, NitroSense, Quick Access",508,8,1,0,11,,6.0,3,64.0,15.6,0,1,0,
DELL Allienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,1174131,1024,,509,32,2,2,4,12.0,8.0,3,64.0,17.3,0,1,2,
Lenovo IdeaPad 3 Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15ADA05 Thin and Light La...,37990,256,Microsoft Office Home and Student 2019,510,8,1,0,10,,2.0,3,64.0,15.6,0,1,3,
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,52990,512,,511,8,1,0,11,,6.0,3,64.0,15.6,0,1,3,
ASUS VivoBook Gaming (2020) Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics...,87390,256,"My Asus, Splendid, Tru2Life",512,8,1,2,4,10.0,8.0,3,64.0,15.6,0,1,2,
HP Victus Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,111500,512,,513,16,2,0,12,,8.0,3,64.0,16.1,0,1,2,
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i5 12th Gen - (16 GB/512 GB SSD/...,124990,512,Microsoft Office Home & Student 2021,514,16,2,2,3,12.0,8.0,3,64.0,14.5,1,1,2,
HP Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1559AU Thin and Light Laptop,29990,512,,515,8,1,0,0,,2.0,3,64.0,15.6,0,1,2,
acer Intel EVO Swift 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF514-55TA Thin and Light ...,79990,512,,516,8,1,2,3,11.0,8.0,3,64.0,14.0,1,1,0,
ASUS Vivobook 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB342WS Notebook,35990,256,"Windows 11 Home, Microsoft Office Home & Student 2019, 1 Year Mcafee",517,8,1,2,2,11.0,8.0,3,64.0,14.0,0,1,2,
ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windo...,247990,1024,,519,16,2,0,12,,8.0,3,64.0,13.4,1,1,2,
HP HP 250 G7 Core i5 10th Gen - (8 GB/512 GB HDD/512 GB SSD/Windows 10 Home) 250 G7 Notebook Notebook,54890,512,Windows 10,520,8,1,2,3,10.0,8.0,3,64.0,15.6,0,1,3,
Lenovo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 15ITL05 Thin and Light Laptop,58226,512,,521,16,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,
ASUS Zenbook 14X (2022) Space Edition Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX5401ZAS-...,114990,512,Microsoft Office Home & Student 2021,522,16,2,2,3,12.0,8.0,3,64.0,14.0,1,1,2,
HP 14s Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s- dq3032tu Thin and Light Laptop,28990,256,,523,8,1,2,1,,2.0,3,64.0,14.0,0,1,2,
ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and...,109990,512,,524,8,0,2,3,10.0,8.0,3,64.0,14.0,0,1,3,
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and ...,154990,1024,,525,16,0,2,4,10.0,8.0,3,64.0,14.0,0,1,3,
Infinix X1 Slim Series Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Lapto...,49990,512,,526,16,1,2,3,10.0,8.0,3,64.0,14.0,0,1,2,
HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop,40390,512,,527,8,1,0,10,,4.0,3,64.0,14.0,0,1,2,
ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7-4800HS 4th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB G...,76990,1024,Microsoft Office Home and Student 2019,528,8,1,0,12,4.0,8.0,3,64.0,14.0,0,1,2,
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) Z160000Z1,139000,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",529,8,3,1,7,,8.0,1,,13.6,0,1,1,
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,67990,512,"Acer Care Center, Acer Product Registration, NitroSense, Quick Access",508,8,1,0,11,,6.0,3,64.0,15.6,0,1,0,
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,177900,1024,,531,32,2,0,12,,8.0,3,64.0,13.4,1,1,2,
ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/2 GB Graphic...,89990,1024,Office Home and Student 2021,532,16,1,2,4,11.0,8.0,3,64.0,14.0,1,1,2,
HP 15s Intel Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 15s-du3614TU Thin and Light...,40390,256,,535,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,
DELL Allienware Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,176490,512,,536,16,2,2,4,12.0,8.0,3,64.0,14.0,0,1,2,
Infinix X1 Slim Series Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,42990,512,,321,8,1,2,3,10.0,8.0,3,64.0,14.0,0,1,2,
ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,122990,1024,,67,16,2,2,4,12.0,8.0,3,64.0,15.6,0,1,2,3.8095238095238093
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graph...,79990,512,Office Home and Student 2021,37,16,1,2,3,11.0,8.0,3,64.0,14.0,1,1,2,4.0
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,167990,1024,,531,32,2,0,12,,8.0,3,64.0,13.4,1,1,2,
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/AMD ...,151990,1024,Microsoft Office Home & Student,537,16,2,0,13,,8.0,3,64.0,13.4,1,1,2,
DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,98990,512,Office Home and Student 2021,538,16,1,0,12,,8.0,3,64.0,15.6,0,1,4,
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron...,68490,256,,539,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5518 Thin and Li...,73890,512,Microsoft Office Home and Student 2019,540,16,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,
HP Spectre Intel Evo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) ef0053TU Notebook,124999,512,,541,16,1,2,4,12.0,8.0,3,64.0,13.5,0,1,2,
DELL Inspiron 7000 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 7490 Thin and Li...,89619,512,Microsoft Office Home and Student 2019,542,8,1,2,3,10.0,8.0,3,64.0,14.0,0,1,1,
DELL Allienware Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,246490,1024,,543,16,2,2,4,12.0,8.0,3,64.0,15.6,0,1,2,
HP Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) FB0051AX Laptop,74990,512,,544,8,1,0,11,,6.0,3,64.0,15.6,0,1,3,
HP HP Pavilion Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,62990,512,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts",545,8,1,0,11,,6.0,3,64.0,15.6,0,1,2,
DELL Vostro Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10) Vostro 3405 Thin and Light Laptop,49490,512,,546,8,1,0,11,,4.0,3,64.0,14.0,0,1,2,
Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Ideapad 3 15IML05 T...,40200,256,Microsoft Office Home and Student 2019,547,4,1,2,2,10.0,8.0,3,64.0,15.6,0,1,2,
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) 5518 Laptop,70990,512,,548,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,1,
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) D560753WIN9S Laptop,72990,512,,549,16,1,2,3,11.0,8.0,3,64.0,15.6,0,0,3,
ASUS ROG Flow X13 Ryzen 7 Octa Core AMD R7-6800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,147990,1024,,550,16,2,0,12,,8.0,3,64.0,13.4,1,1,2,
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,87907,512,"Windows 11, 1 Year McAfee",127,16,1,0,12,,8.0,3,64.0,15.6,0,1,2,3.6875
